English,Mon,Original_Definition
Eagerly,ကံဂၠိၚ်ကံဂၠေံ,(adv) eagerly.
Eagerly,နဒဒှ်မဒှ်မကဵုဓါတ်စိုတ်မထတ်စောံ,(adv) eagerly.
Eagerly,နဒဒှ်မနွံကဵုဓါတ်စိုတ်မထတ်စောံ,(adv) eagerly.
Eagerness,ဇဴစိုတ်,"(n) fervour, ardour, eagerness, purpose of heart, force of character."
Eagerness,ဒဒှ်စိုတ်မထတ်စောံ,(n) eagerness.
Eaglewood tree,အဂၠဴ,"(n) aloeswood tree, eaglewood tree, algallochum, Aquilaria agallocha Roxburgh. {Bru. Aguilaria agallocha}, ffragrant heartwood of the eaglewood."
Eang coing. .  ကၟာ၊ လှာ။,အၚ်,"2 (n) pond, lake.   အၚ်လှာ (n) chain of small ponds. place-name,   အၚ်စိၚ် (n) Eang coing. [Bur. Insein]. [Cf.] ကၟာ၊ လှာ။"
Eang coing. .  ကၟာ၊ လှာ။,အၚ်စိၚ်,(n) Eang coing. [Bur. Insein]. [Cf.] ကၟာ၊ လှာ။
Ear,က္တောဝ်,(n) ear.
Ear,သောတ,"(n) [P.] ear, hearing. [id.] ပွမပၚ်မှိၚ်။"
Ear of corn,ဒကောၚ်သြောံ,"(n) ear of corn, ear of paddy."
Ear of corn.  ထကောၚ်။,တကောၚ်,"(n) spike of grain, ear of corn. [id] ထကောၚ်။"
Ear of grain,ထကောၚ်,"(n) ear of grain, piece of semiprecious stone, lump of metal, nugget. [id] ထ္ကောၚ်။"
Ear of grain,ဒကောၚ်,"(n) ear of grain, piece of semiprecious stone, lump of metal, nugget."
Ear of paddy,ဒကောၚ်သြောံ,"(n) ear of corn, ear of paddy."
Ear of paddy.  ထကောၚ်သြောံ။,တကောၚ်သြောံ,(n) ear of paddy. [Var.] ထကောၚ်သြောံ(အ်)။
Ear ornaments,စၞေက်,"(n) ear-plug, ear-ring, ear ornaments, pericarp of lotus. [id] သၞေက်။"
Ear pick,ခဍဟ်,လေံခ္ဍဟ်အိက်က္တောဝ် (n) ear pick.
Ear pick,ခ္ဍဟ်,လေံခ္ဍဟ်အိက်က္တောဝ် (n) ear pick.
Ear wax,က္တောဝ်,အိက်က္တောဝ် (n) ear wax.
Ear-drum,ကၞုက္တောဝ်,"(n) tympanic membrane, tympanum, ear-drum, conch a."
Ear-knob or ear-lobe,သၞေက်,"(n) cylindrical ear ornaments, ear-knob or ear-lobe, ear-plug, ear-ring, pericarp of the lotus."
Ear-pick,ထဍဟ်,လေံထ္ဍဟ်အိက်က္တောဝ် (n) ear-pick.
Ear-pick,လေံခ္ဍဟ်အိက်က္တောဝ်,(n) ear-pick.
Ear-plug,စၞေက်,"(n) ear-plug, ear-ring, ear ornaments, pericarp of lotus. [id] သၞေက်။"
Ear-plug,နှေက်,"(n) {colloq} ear-plug, ear-ring, pericarp of lotus, cylindrical ear ornaments. [id] သၞေက်။"
Ear-plug,သၞေက်,"(n) cylindrical ear ornaments, ear-knob or ear-lobe, ear-plug, ear-ring, pericarp of the lotus."
Ear-ring,စၞေက်,"(n) ear-plug, ear-ring, ear ornaments, pericarp of lotus. [id] သၞေက်။"
Ear-ring,နှေက်,"(n) {colloq} ear-plug, ear-ring, pericarp of lotus, cylindrical ear ornaments. [id] သၞေက်။"
Ear-ring,သၞေက်,"(n) cylindrical ear ornaments, ear-knob or ear-lobe, ear-plug, ear-ring, pericarp of the lotus."
Ear-splitting,မသမြေက်က္တောဝ်,(adj) ear-splitting.
Ear-wax,အိက်က္တောဝ်,"(n) ear-wax, cerumen."
Ear.  က္တောဝ်။,ကတောဝ်,(n) ear. [id] က္တောဝ်။
Earlier decision,အခိုက်ကၞာ,"အခိုက်အကၞာမဒှ်ကၠုၚ်နူတမၠာတေံ (n) precedent, earlier decision, case, event etc. That is regarded as an example or rule for what comes later. [id.] အခိုက်ကၞာမသ္ဂုတ်သွာတ်ကၠုၚ်လဝ် နူတမၠာတေံ(အ်)၊ နဲ(ယ်)၊ ပုံသက်သဳ။"
Earliest,ကၠာအိုတ်,"(adv) earliest, first, the first, earliest, at the very first. [id] ပြဟ်အိုတ်၊ ဗွဲကိုပ်ကၠာ။"
Earliest,ကၠာအိုတ်,"(adv) earliest, first, the first, earliest, at the very first. [id] ပြဟ်အိုတ်၊ ဗွဲကိုပ်ကၠာ။"
Earliness,ပရှ်,"2 (n) speed, earliness, swiftness.    ဖျုဲပရှ်နာဍဳ (v) to put a clock on.    ဗွဲပရှ် (adv) speedily."
Earliness,ပရဟ်,"2 (n) speed, earliness, swiftness.    ဖျုဲပရှ်နာဍဳ (v) to put a clock on.    ဗွဲပရှ် (adv) speedily."
Early,ပရှ်,"3 (v) to shake down, cause to fall, to cause to drop {as a fruit from a tree}. [id] သ္ကဵုပြဟ်။    ကျာပရှ်သတ် (v) the wind has brought some fruit down.    ဂရိုက်ပရှ် (v) to shake down.    ပြဟ် (v) quick, early, to fall, to be early."
Early,ပရဟ်,"3 (v) to shake down, cause to fall, to cause to drop {as a fruit from a tree}. [id] သ္ကဵုပြဟ်။    ကျာပရှ်သတ် (v) the wind has brought some fruit down.    ဂရိုက်ပရှ် (v) to shake down.    ပြဟ် (v) quick, early, to fall, to be early."
Early dawn,စာၚ်ဂြဴမွဲလန်,"(n) time of the first cock crow, early dawn."
Early dawn,တၟးဗၠေၚ်ဗၠေၚ်,(n) early dawn.
Early evening,တ္ၚဲသဝ်,"(n) early evening, to be late, get dark in the evening. [Cf.] သဝ်တ္ၚဲ။"
Early evening.  သဝ်တ္ၚဲ  evening,တၚဲ,တ္ၚဲသဝ် (n) early evening. [Cf.] သဝ်တ္ၚဲ (n) evening.
Early history.  ဝၚ်နူတမၠာ။,ဝၚ်ဗွဲကိုပ်ကၠာ,(n) early history. [id.] ဝၚ်နူတမၠာ။
Early in this morning.  တ္ၚဲယး။  ယး  to dawn,ဂယး,နူဂယးပြဟ် (n) early in this morning. [Cf.] တ္ၚဲယး။ [Der.] ယး (v) to dawn.
Early maturing.    သြောံပရှ်  variety of paddy which takes a shorter time ripen,ပရှ်,"1 (adj) early maturing.    သြောံပရှ် (n) variety of paddy which takes a shorter time ripen, early-ripening paddy."
Early maturing.    သြောံပရှ်  variety of paddy which takes a shorter time ripen,ပရဟ်,"1 (adj) early maturing.    သြောံပရှ် (n) variety of paddy which takes a shorter time ripen, early-ripening paddy."
Early morning,နူဂယးပြဟ်,(adj) early morning.
Early morning,ဖလာၚ်,"(n) ဖလာၚ်ယး (n) early morning, dawn."
Early morning,ဖလှာၚ်ယး,"(n) dawn, early morning."
Early period of an era or age,ခေတ်ကိုပ်ကၠာ,(n) early period of an era or age.
Early rain water flowing down rivers and streams,က္ဍိုပ်ဍာ်,"(n) high tide, early rain water flowing down rivers and streams, the first rise and fall of a flood or tide, director, leader. [Cf.] က္ဍိုပ်ဒဳ။"
Early rain.  ကရဴ၊ ကြဴ။  အကၠာ  at an early time,ကၠာ,"ဗြဲကၠာတဲ(ယ်) (n) early rain. [opp.] ကရဴ၊ ကြဴ။ [Dre.] အကၠာ (adv) at an early time, in the past. Final in phr or sent, immediate future time."
Early rains,ဗြဲကၠာတဲ(ယ်),(n) early rains.
Early ripening variety of rice,သြောံပရှ်,(n) early ripening variety of rice.
Early-ripening paddy,ပရှ်,"1 (adj) early maturing.    သြောံပရှ် (n) variety of paddy which takes a shorter time ripen, early-ripening paddy."
Early-ripening paddy,ပရဟ်,"1 (adj) early maturing.    သြောံပရှ် (n) variety of paddy which takes a shorter time ripen, early-ripening paddy."
Earmark,ရာ,"3 (v) gauge, size-up, earmark."
Earmark,ရန်တၟံ,"(v) aim at, dedicate to, be meant for, to assign for the use of, for a purpose, to have to regard for, earmark."
Earn a living,ဗပေၚ်ဗုၚ်ဂၞဴ,(v) earn a living.
Earn one’s living,ဂၠာဲစ,(v) earn one’s living.
Earn recognition and commendation,ဂွံမုက်,"(v) gain favour, receive recognition, approbation, earn recognition and commendation."
Earnest,ဇရာန်,"(n) earnest, pledge."
Earnest meditation,မနွံစိုတ်ဂလိုၚ်ပၟဝ်ကဵုသ္တိပထာန်,(adj) earnest meditation.
Earnest meditation,သ္တိပထာန်,"(n) [P. satipatthanam] fixing the attention, earnest meditation, total awareness of one's body and mind. [id] သတိပဋ္ဌာန။"
Earnest money,သြန်ပ္တိုန်,"(n) earnest money, advance payment for hiring a house etc."
Earnestly,ဗွဲမသ္ဇိုဟ်နက်,"(adv) deeply, earnestly, profoundly. [id ] နကဵုစိုတ်အရီုတက်တက်နက်နက်၊ ဗွဲမသ္ကာတ်မြဟ်။"
Earnings,ကမၠောန်ပတှ်ေစ,(n) earnings.
Earnings,သၠုဲသၠာ်မဂွံနူဟိုတ်မကၠောန်ကမၠောန်,(n) earnings.
Earphone,စက်က္တောဝ်,"(n) earphone, stethoscope, hearing aid."
Earring.  သၞေက်။,ကုဏ္ဍလာံ,ကုဏ္ဍလာမ် (n) earring. [id] သၞေက်။
Ears rounded like a vase,သၠက္တောဝ်ဝိုၚ်ခ္ဍံသံၚ်ရဴအပၠူ,(n) ears rounded like a vase.
Earth,တိ,"(n) earth, ground, land, soil."
Earth,ဘုဝတ်,"(n) earth, that which pertains to earth."
Earth,ဘုံ,"(n) [P. Bhumi] plane of existence, realm, earth, ground, stage, storey of a house, division of universe, level in a tiered, tire of တန်ဆံၚ် roof, spire-like roof. [id] ပြာသာတ်။"
Earth,ဝသုန်,(n) earth.
Earth,ဝသုန္ဒြေ,"(n) {poetic} earth, god of earth."
Earth bunker,ဂဒုက်တိ,(n) earth bunker.
Earth from the field,တိဗ္ၚ,"(n) land under cultivation field, land for cultivation, paddy land, paddy field, land used for rice cultivation, earth from the field, rice land. [id] ၚ၊ ဗ္ၚ၊ ဝါဗ္ၚ၊ ဂူယာဝါဗ္ၚ။"
Earth lizard,ထၞ,"(n) earth lizard, will plate, timber supporting ends of rafters, musical instrument, lute."
Earth lizard,သၞ,3 (n) earth lizard.
Earth lizard.  ခၞ၊ ထၞ၊ ခၞဒမျိုၚ်၊ ထၞဒမျိုၚ်။,ခဏ,3 (n) earth lizard. [id] ခၞ၊ ထၞ၊ ခၞဒမျိုၚ်၊ ထၞဒမျိုၚ်။
Earth lizard.  ခၞ။,သၞဒမျိုၚ်,"(n) black squirrel, earth lizard. [id.] ခၞ။"
Earth lizard.  ထၞ၊ ထၞဒမျိုၚ်။,ထဏ,4 (n) earth lizard. [id] ထၞ၊ ထၞဒမျိုၚ်။
Earth lizard.  သၞ၊ သၞဒမျိုၚ်။,ခၞ,(n) earth lizard. [id] သၞ၊ သၞဒမျိုၚ်။
Earth oil,တၠေၚ်တိ,"(n) petrol, kerosene, earth oil."
Earth platform,ဗၚ်,"2 (n) embankment, earth platform, convexslope."
Earth quake.    ချဳ  to shake,ကသဳတိ,(n) earth quake.    ချဳ (v) to shake.
Earth scooped out when digging,တိဗွဝ်,"တိဗွဝ် (n) land fill, loose soil, earth scooped out when digging."
Earth shook,ဒဒှ်တိဇၞော်မဒရိုက်ချဳယိုတ်,(n) earth shook.
Earth spirit who registers the vows of men,ဗဴတိသုန္ဓရဳ,(n) earth spirit who registers the vows of men.
Earth stratum,အထပ်တိ,(n) earth stratum.
Earth thrown by animal in digging holes,ခဗိုဟ်,"(n) dust, powder, earth thrown by animal in digging holes, spoil."
Earth thrown up by animal in digging hole,ဗဗိုဟ်,"1 (n) dust, powder, earth thrown up by animal in digging hole, spoil. [Cf] ခၞိက်၊ ဂဗိုဟ်၊ ဖရာံ(မ်)၊ ဗလို်က်၊ မၠိုက်။ [Var.] ခဗိုက်။"
Earth wire,ဇုက်ရပ်ဓါတ်တိ,(n) earth wire.
Earth worm.  ပကောတ်တိ။,ကြတ်တိ,(n) earth worm. [Syn.] ပကောတ်တိ။
Earth-oil,ကၠေၚ်တိ,"(n) earth-oil, petroleum, oil dregs."
Earthen pot for boiling salt,လပုၚ်,"(n) earthenware pot in which brine is boiled to extract salt, earthen pot for boiling salt."
Earthen ware carafe,ဍာ်ဒဂေါၚ်,"(n) earthen ware carafe, chatty, goblet."
Earthenware,ကပေါတ်ကၠောန်ကဵုတိ,(n) earthenware.
Earthenware,ကပေါတ်ဓရဳဓရ,(n) earthenware.
Earthenware,ဇရဳ,"ဇရဳအကြ (n) particularly large type of ဇရဳ။ [Der.] နုၚ်ထၟာဲ (n) house hold pottery, earthenware, jar in general. [id] ဇရဳဇရ။ [Cf.] ကၠာၚ်၊ နုၚ်၊ ဗောတ်၊ ဒရဳ၊ ဓရဳ။"
Earthenware,ဒဒှ်မဆေၚ်စပ်ကဵုထၟာဲတိ,(n) earthenware.
Earthenware bowl or basin,ဂရ,"(n) earthenware bowl or basin, wash bowl."
Earthenware bowl or basin,ဒရ,(n) earthenware bowl or basin.
Earthenware bowl or basin,ဒြ,"(n) earthenware bowl or basin, house hold pottery, earthenware. [id] ဂရ၊ ဇရဳဇရ၊ ဒရဳဒရ၊ ဓရ။"
Earthenware bowl or basin.  ဂရ၊ ဇရ၊ ဓရ။    ဍုန်သွပ္ဍဲဂရ  one cooks curry in a bowl.    နုၚ်ထၟာဲဇရဳဇရ  house hold pottery,ခရ,"1 (n) earthenware bowl or basin. [id] ဂရ၊ ဇရ၊ ဓရ။    ဍုန်သွပ္ဍဲဂရ (n) one cooks curry in a bowl.    နုၚ်ထၟာဲဇရဳဇရ (n) house hold pottery, earthenware. [Cf.] အၚ်။"
Earthenware pot,ထၟာဲဒြ,(n) earthenware pot.
Earthenware pot,ဒြထမှာဲ,(n) earthenware pot.
Earthenware pot,အၚ်္ဂၜောတ်,(n) earthenware pot.
Earthenware pot in which brine is boiled to extract salt,လပုၚ်,"(n) earthenware pot in which brine is boiled to extract salt, earthen pot for boiling salt."
Earthenware spoon.  ဇန်တိုက်။,ဇန်အပြံက်,"(n) porcelain spoon, painted porcelain spoon of Chinese pattern, earthenware spoon. [id] ဇန်တိုက်။"
Earthenware-pot in which brine is boiled to contact salt.  လပုၚ်။,ကပုၚ်,(n) earthenware-pot in which brine is boiled to contact salt. [Var.] လပုၚ်။
Earthenware.  ကၠာၚ်၊ ဇရဳ၊ ဒရဳ၊ နုၚ်၊ ဗောတ်။,ဓရဳဓရနုၚ်ထၟာဲ,"(n) household pottery, earthenware. [Cf.] ကၠာၚ်၊ ဇရဳ၊ ဒရဳ၊ နုၚ်၊ ဗောတ်။"
Earthenware.  ကၠာၚ်၊ ဇရဳ၊ ဓရဳ၊ နုၚ်၊ ဗောတ်။,ဒရဳ,"နုၚ်ထၟာဲဒရဳဒရ (n) household pottery, earthenware. [Cf.] ကၠာၚ်၊ ဇရဳ၊ ဓရဳ၊ နုၚ်၊ ဗောတ်။"
Earthenware.  ဂရ၊ ဇရဳဇရ၊ ဒရဳဒရ၊ ဓရ။,ဒြ,"(n) earthenware bowl or basin, house hold pottery, earthenware. [id] ဂရ၊ ဇရဳဇရ၊ ဒရဳဒရ၊ ဓရ။"
Earthenware.  ဇရဳဇရ။  အၚ်၊ ခရ၊ ဇရ၊ ဒရ၊ ဓရ။,ဂရ,"နုၚ်ထၟာဲဇရဳဇရ (n) household pottery, earthenware. [id] ဇရဳဇရ။ [Cf.] အၚ်၊ ခရ၊ ဇရ၊ ဒရ၊ ဓရ။"
Earthenware.  နုၚ်ထၟာဲဇရဳဇရ။,နုၚ်ထၟာဲဓရဳဓရ,"(n) pots and pans, earthenware. [id] နုၚ်ထၟာဲဇရဳဇရ။"
Earthenware.  အၚ်။,ခရ,"1 (n) earthenware bowl or basin. [id] ဂရ၊ ဇရ၊ ဓရ။    ဍုန်သွပ္ဍဲဂရ (n) one cooks curry in a bowl.    နုၚ်ထၟာဲဇရဳဇရ (n) house hold pottery, earthenware. [Cf.] အၚ်။"
Earthenware.  အၚ်။,ဒရ,"ဒရဳဒရ (n) house hold pottery, earthenware. [id] အၚ်။"
Earthling,ဖျုန်တိ,"(n) texture of soil, earthling."
Earthly cares,သံၚ်သာ,ဒဒိုက်သံၚ်သာ (n) earthly cares.
Earthly pleasures,ဝတ္ထုကာမ,(n) earthly pleasures.
Earthly world     ခလှာမတ်တကာဗှ်ေလဵုက်မံၚ်  you have got a puncture.    ဂၠံၚ်ဏံလဵုက်အလဵုရော  where does this road lead to?    ဓာပ်ဗှ်ေလိုက်မံၚ်  the head of your drum is torn.  ကၠိုဟ်၊ ခၠၚ်၊ စာ်၊ ထောၚ်။,လိုက်,"3 (v) to be torn, puncutred, to come through, to go through, to appear, to reach the end of, reach to the end of, arrive at ultimately.    ကၠိုဟ်လိုက် (v) mundane world, earthly world {as distinguished from the celestial world.}    ခလှာမတ်တကာဗှ်ေလဵုက်မံၚ် (v) you have got a puncture.    ဂၠံၚ်ဏံလဵုက်အလဵုရော (v) where does this road lead to?    ဓာပ်ဗှ်ေလိုက်မံၚ် (v) the head of your drum is torn. [Cf.] ကၠိုဟ်၊ ခၠၚ်၊ စာ်(က်)၊ ထောၚ်။"
Earthworm.  ကြုတ်တိ။  ကၠံ။,ပကောတ်တိ,(n) earthworm. [Syn.] ကြုတ်တိ။ [Cf.] ကၠံ(မ်)။
Earth’s centre,ပၞိဟ်တိ,"(n) centre of the earth, earth’s centre, hub of the universe, Bo-tree where the Buddha attained enlightenment."
Easily,ဗွဲမလောဲသွာ,"(adv) easily, without difficulty."
Easily,လောဲသွာ,"(adv) easily, with ease."
Easily,သိုက်သိုက်,"(adv) gently, gradually, easily, slowly."
Easily digestible food,စၞမၞိဟ်ဇမၞော်,"(n) easily digestible food, food for elderly. [id] စၞၝောံမၞိဟ်။"
Easily supported,သွာညးမြီမြန်,"(v) frugal, easily supported."
Easily.  သက်သက်သာသာ၊ လောဲလောဲဗွဲဗွဲ၊ နဒဒှ်မဟွံစွံဆန္ဒစိုတ်သ္ဇိုဟ်သ္ဇိုဟ်နက်နက်။,ဗွဲသွာ,"(adv) easy, understood, easily. [id] သက်သက်သာသာ၊ လောဲလောဲဗွဲဗွဲ၊ နဒဒှ်မဟွံစွံဆန္ဒစိုတ်သ္ဇိုဟ်သ္ဇိုဟ်နက်နက်။"
East,ဒိုဟ်ဗၟံက်,(n) east.
East,ဗၟံက်,"1 (n) east, entrance, opening.    ကာလတုဲညးစှေ်အာလ္ပာ်ဗၟံက် (n) then he went down to the east.    ဒိုဟ်ဗၟံက် (n) east.    [Der.] မံက် (v) to appear."
East indian arrowroot,အရောတ်,"(n) arrow root, East Indian arrowroot, Curcuma angustifolia, also tharanta aruundinaces. [Syn.] ခလှာ။"
East indian arrowroot,အာရောတ်,"(n) East Indian arrowroot, Cruma angustifolia."
Eastern,ပါစိန,(adj) [P.] eastern.
Eastern continent.  တ္ကံဗၟံက်။,ပုဗ္ဗဝိဒိုဟ်,(n) eastern continent. [id] တ္ကံဗၟံက်။
Eastern gooseberry,တလုဲ,"(n) eastern gooseberry, kind of wild plum, gooseberry, emblica myrobalan, Emblica officinalis, Phyllanthus emblica L. and P. pomiferous hooker f."
Eastern swallow,ဂစေံဒံၚ်ဒါၚ်,"(n) swallow, eastern swallow, barn swallow, Hirundo rustica, swift."
Easy,ဗွဲသွာ,"(adv) easy, understood, easily. [id] သက်သက်သာသာ၊ လောဲလောဲဗွဲဗွဲ၊ နဒဒှ်မဟွံစွံဆန္ဒစိုတ်သ္ဇိုဟ်သ္ဇိုဟ်နက်နက်။"
Easy chair,ခုၚ်ဒလာဲ,"(n) long chair, easy chair."
Easy chair,ဒလာဲ,ခုၚ်ဒလာဲ(ယ်) (n) easy chair.
Easy chair,ဓလာဲ,ခုၚ်ဓလာဲ (n) easy chair.
Easy circumstances,ကသိုက်,"(n)wealth, happiness, easy circumstances, wellbeing. [id] တသိုက်။"
Easy circumstances,တသိုက်,"2 (n) wealth, happiness, easy circumstances, wellbeing. [Cf.] ဂြပ်၊ ဒြပ်၊ ဓန။ [Der.] သုခ (v) to be well to do. [id] ကသိုက်။    တၠတသိုက် (n) rich man."
Easy circumstances.  သိုက်သၠိၚ်။,တသိုက်,1 (adj) easy circumstances. [id] သိုက်သၠိၚ်။
Easy to teach,သွာဒၠောံဗ္တောန်,"(v) easy to teach, complaint, meek."
Easy to teach.  မဒၠောံဗ္တောန်လောဲဗွဲ၊ မလောဲသွာသွက်ဂွံဒၠောံဗ္တောန်။,မသွာဒၠောံဗ္တောန်,(adj) easy to teach. [id] မဒၠောံဗ္တောန်လောဲဗွဲ၊ မလောဲသွာသွက်ဂွံဒၠောံဗ္တောန်။
Easygoing.  စိုတ်ဂၠိၚ်။,တ္ၜိုဟ်စိုတ်,"(v) to be a happy disposition, easygoing. [Cf.] စိုတ်ဂၠိၚ်။"
Easygoing.  စိုတ်ဂၠိၚ်။,ၜိုဟ်စိုတ်,"(v) to be of happy disposition, easygoing. [Cf.] စိုတ်ဂၠိၚ်။"
Eat,သ္ပပြဘိုက်,"(v) {polite} eat, have."
Eat as much as you can,ဆမၞးစမာန်ဂှ်စညိ,(pron) eat as much as you can.
Eat into,ဍဝ်,"(v) erode, corrode, eat into, causing a cavity."
Eat just a little,ညိည,စညိည (v) eat just a little.
Eat opium.  ဇြောတ်ဘိန်။,ဇြတ်ဘိၚ်,"(v) smoke opium, eat opium. [id] ဇြောတ်ဘိန်။"
Eat succulent dishes cooked in oil,စသွကြောံကြောံကၠေၚ်ကၠေၚ်ညိ,(v) eat succulent dishes cooked in oil.
Eat succulent dishes cooked in oil.  first sense,ကြောံ,"ယဝ်ရမိက်ဂွံကြောံ စသွကြောံကြောံကၠေၚ်ကၠေၚ်ညိ (v) if you want to put on weight, eat succulent dishes cooked in oil. [Cf.] first sense, တီု(မ်)၊ ထတ်၊ ခတ်၊ မ္ၚိုဟ်။ second sense, ကတၚ်၊ ဍာတ်၊ ပ္ဍုၚ်၊ ဖျး၊ ဖျိုဟ်၊ ရိၚ်။ [Der.] ကရောံ(အ်) (v) to cook in coconut milk. ပရောံ(အ်) (v) savour."
Eat the air,စကျာ,"(v) eat the air, lie, tell a line, cheat, swindle."
Eat တေံညိ။,ate,ရံၚ် eat တေံညိ။
Eat.    စပုၚ်တုဲဣရဟာ  have you eaten yet?    တောံပုၚ်  to cook rice.    တၟောံပုၚ်  cook.  မၞိဟ်တောံပုၚ်။    ဗ္စိန်ပုၚ်  to boil rice.  ဖျိန်ပုၚ်။    ဗျဵုပုၚ်  to be hungry.    ဟာပ်ပုၚ်  to eat rice,ပုၚ်,"1 (n) cooked rice.    စပုၚ် (v) to have one’s meal, eat.    စပုၚ်တုဲဣရဟာ (v) have you eaten yet?    တောံပုၚ် (v) to cook rice.    တၟောံပုၚ် (n) cook. [id] မၞိဟ်တောံပုၚ်။    ဗ္စိန်ပုၚ် (v) to boil rice. [id] ဖျိန်ပုၚ်။    ဗျဵုပုၚ် (v) to be hungry.    ဟာပ်ပုၚ် (v) to eat rice."
Eatabiles,ဇြက်စ,"(n) that which may be eaten, eatabiles."
Eatables,ကပေါတ်စ,(n) eatables.
Eatables,ဘောဇိုန်,"(n) food, {honorific} eatables, comestibles. [Cf.] [id] စၞစ။"
Eatables food.  that which is for eating,သ္ဇက်စ,"(n) that which may be eaten, eatables food. (pron) that which is for eating, what is for eating."
Eaten at harvest festival.  ခပေၚ်မာ်။,ထမ္မနေၚ်,"(n) preparation of glutinous rice, ground nuts, onion, sessamum and coconut with oil, eaten at harvest festival. [id] ခပေၚ်မာ်။"
Eaten with the home made vermicelli,ဍာ်ဂဂမ်ခၞံ,"ဍာ်ဂဂံခၞံ(မ်) (n) a preparation fish, prawn or fowl with plantain stock, lemon grass, onion, garlic, fish paste ခရံက် pepper and salt, eaten with the home made vermicelli."
Eater.  ရာံ။,ဂြိုပ်,မၞိဟ်ဘဂြိုပ် (n) eater. [Cf.] ရာံ(မ်)။
Eating house,ဟဝ်တေဝ်,"(n) hotel, eating house."
Eating house.  ဆေၚ်ဇၞူ။  ဖျာ။,ဆေၚ်ဟဝ်တေဝ်,"(n) hotel, eating house. [id] ဆေၚ်ဇၞူ။ [Cf.] ဖျာ။"
Eating house.  ဆေၚ်ဟဝ်တေဝ်။,ဆေၚ်ဇၞူ,"(n) hotel, eating house. [id] ဆေၚ်ဟဝ်တေဝ်။"
Eating-house,ဟဝ်တေဝ်,ဆေၚ်ဟဝ်တေဝ် (n) eating-house.
Eating.  ပရိဘောဂ။,ပြဘိုက်,"(v) [P. Paribhogo] use, partaking of, take something as nourishment, eating. [id] ပရိဘောဂ။"
Eaves,ဒယူ,"(n) eaves, area under eaves or overhanging roof of house, verandah."
Eaves,ဒယူ,ဒယူသ္ၚိ (n) eaves.
Eaves,ဓယူ,"(n) eaves, area under eaves or overhanging roof of house verandah."
Eaves,ဓယူ,ဓယူသ္ၚိ (n) eaves.
Eaves.  ဇိုၚ်၊ ဒရီု၊ မုဟ်၊ သၟောန်၊ သြၚ်။,ဥပစာဲသ္ၚိ,(n) eaves. [Cf.] ဇိုၚ်၊ ဒရီု၊ မုဟ်၊ သၟောန်၊ သြၚ်။
